strategy,tilt,max_weight,original_annual,enhanced_annual,improvement,enhanced_sharpe,enhanced_drawdown,original_sharpe
R4,0.5,0.15,0.2333042187161416,0.2377824429934745,0.0044782242773329095,1.3193923252670758,-0.1844826820804084,1.295503343591384
R4,0.6,0.15,0.2333042187161416,0.23861072490850943,0.0053065061923678325,1.3237275002532334,-0.18421284186278253,1.295503343591384
R4,0.7,0.15,0.2333042187161416,0.23941849449990493,0.006114275783763334,1.3279292697520402,-0.18394961842450935,1.295503343591384
R4,0.8,0.15,0.2333042187161416,0.24020650294164847,0.006902284225506872,1.3320030929317221,-0.18369277144634358,1.295503343591384
R4,1.0,0.15,0.2333042187161416,0.24172606237499727,0.008421843658855677,1.3397874058532047,-0.1831973023824559,1.295503343591384
R4,1.2,0.15,0.2333042187161416,0.2431747268297113,0.00987050811356971,1.3471189922048503,-0.18272473010031481,1.295503343591384
R4,1.5,0.15,0.2333042187161416,0.24522526383110765,0.011921045114966056,1.3573429972863091,-0.1820554488108243,1.295503343591384
R5,0.2,0.05,0.22626801268020413,0.22975547046467693,0.0034874577844727916,1.1801707474863954,-0.22837719574984394,1.1644552240812294
R5,0.3,0.05,0.22626801268020413,0.23150233429795675,0.005234321617752613,1.1879889995653121,-0.2284826178196182,1.1644552240812294
R5,0.4,0.05,0.22626801268020413,0.23325128845251886,0.006983275772314723,1.1957797402420745,-0.22858828615970955,1.1644552240812294
R5,0.5,0.05,0.22626801268020413,0.23500233318391395,0.008734320503709814,1.2035420961402956,-0.22869420107887348,1.1644552240812294
R5,0.6,0.05,0.22626801268020413,0.2367554687357074,0.010487456055503275,1.2112751987240076,-0.22880036288612374,1.1644552240812294
R5,0.7,0.05,0.22626801268020413,0.23851069533941893,0.012242682659214799,1.2189781847547365,-0.22890677189073777,1.1644552240812294
R5,0.8,0.05,0.22626801268020413,0.2402680132144559,0.014000000534251766,1.2266501967471095,-0.22901342840225744,1.1644552240812294
R5,1.0,0.05,0.22626801268020413,0.24378892359523485,0.01752091091503072,1.241897900159841,-0.22922748518548738,1.1644552240812294
R5,1.2,0.05,0.22626801268020413,0.24731820138877736,0.021050188708573225,1.2570115813100504,-0.22944253571738019,1.1644552240812294
R5,1.5,0.05,0.22626801268020413,0.2526278097956327,0.026359797115428574,1.2794163952095627,-0.22976698023269945,1.1644552240812294
R5,0.2,0.08,0.22626801268020413,0.22975547046467693,0.0034874577844727916,1.1801707474863954,-0.22837719574984394,1.1644552240812294
R5,0.3,0.08,0.22626801268020413,0.23150233429795675,0.005234321617752613,1.1879889995653121,-0.2284826178196182,1.1644552240812294
R5,0.4,0.08,0.22626801268020413,0.23325128845251886,0.006983275772314723,1.1957797402420745,-0.22858828615970955,1.1644552240812294
R5,0.5,0.08,0.22626801268020413,0.23500233318391395,0.008734320503709814,1.2035420961402956,-0.22869420107887348,1.1644552240812294
R5,0.6,0.08,0.22626801268020413,0.2367554687357074,0.010487456055503275,1.2112751987240076,-0.22880036288612374,1.1644552240812294
R5,0.7,0.08,0.22626801268020413,0.23851069533941893,0.012242682659214799,1.2189781847547365,-0.22890677189073777,1.1644552240812294
R5,0.8,0.08,0.22626801268020413,0.2402680132144559,0.014000000534251766,1.2266501967471095,-0.22901342840225744,1.1644552240812294
R5,1.0,0.08,0.22626801268020413,0.24378892359523485,0.01752091091503072,1.241897900159841,-0.22922748518548738,1.1644552240812294
R5,1.2,0.08,0.22626801268020413,0.24731820138877736,0.021050188708573225,1.2570115813100504,-0.22944253571738019,1.1644552240812294
R5,1.5,0.08,0.22626801268020413,0.2526278097956327,0.026359797115428574,1.2794163952095627,-0.22976698023269945,1.1644552240812294
R5,0.2,0.1,0.22626801268020413,0.22975547046467693,0.0034874577844727916,1.1801707474863954,-0.22837719574984394,1.1644552240812294
R5,0.3,0.1,0.22626801268020413,0.23150233429795675,0.005234321617752613,1.1879889995653121,-0.2284826178196182,1.1644552240812294
R5,0.4,0.1,0.22626801268020413,0.23325128845251886,0.006983275772314723,1.1957797402420745,-0.22858828615970955,1.1644552240812294
R5,0.5,0.1,0.22626801268020413,0.23500233318391395,0.008734320503709814,1.2035420961402956,-0.22869420107887348,1.1644552240812294
R5,0.6,0.1,0.22626801268020413,0.2367554687357074,0.010487456055503275,1.2112751987240076,-0.22880036288612374,1.1644552240812294
R5,0.7,0.1,0.22626801268020413,0.23851069533941893,0.012242682659214799,1.2189781847547365,-0.22890677189073777,1.1644552240812294
R5,0.8,0.1,0.22626801268020413,0.2402680132144559,0.014000000534251766,1.2266501967471095,-0.22901342840225744,1.1644552240812294
R5,1.0,0.1,0.22626801268020413,0.24378892359523485,0.01752091091503072,1.241897900159841,-0.22922748518548738,1.1644552240812294
R5,1.2,0.1,0.22626801268020413,0.24731820138877736,0.021050188708573225,1.2570115813100504,-0.22944253571738019,1.1644552240812294
R5,1.5,0.1,0.22626801268020413,0.2526278097956327,0.026359797115428574,1.2794163952095627,-0.22976698023269945,1.1644552240812294
R5,0.2,0.15,0.22626801268020413,0.22975547046467693,0.0034874577844727916,1.1801707474863954,-0.22837719574984394,1.1644552240812294
R5,0.3,0.15,0.22626801268020413,0.23150233429795675,0.005234321617752613,1.1879889995653121,-0.2284826178196182,1.1644552240812294
R5,0.4,0.15,0.22626801268020413,0.23325128845251886,0.006983275772314723,1.1957797402420745,-0.22858828615970955,1.1644552240812294
R5,0.5,0.15,0.22626801268020413,0.23500233318391395,0.008734320503709814,1.2035420961402956,-0.22869420107887348,1.1644552240812294
R5,0.6,0.15,0.22626801268020413,0.2367554687357074,0.010487456055503275,1.2112751987240076,-0.22880036288612374,1.1644552240812294
R5,0.7,0.15,0.22626801268020413,0.23851069533941893,0.012242682659214799,1.2189781847547365,-0.22890677189073777,1.1644552240812294
R5,0.8,0.15,0.22626801268020413,0.2402680132144559,0.014000000534251766,1.2266501967471095,-0.22901342840225744,1.1644552240812294
R5,1.0,0.15,0.22626801268020413,0.24378892359523485,0.01752091091503072,1.241897900159841,-0.22922748518548738,1.1644552240812294
R5,1.2,0.15,0.22626801268020413,0.24731820138877736,0.021050188708573225,1.2570115813100504,-0.22944253571738019,1.1644552240812294
R5,1.5,0.15,0.22626801268020413,0.2526278097956327,0.026359797115428574,1.2794163952095627,-0.22976698023269945,1.1644552240812294
